kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
	    -     Kaos GERMAS  [350 BH x 4 KL]	1400	BH	55000	77000000		
	    -     Kit Peserta  [350 OR x 4 KL]	1400	PKT	100000	140000000		
	    -     Bahan Pemeriksaan Kesehatan  [1 PK x 4 KL]	4	PK	2000000	8000000		
	    -     Belanja Buah GERMAS  [1 PK x 4 KL]	4	PK	1500000	6000000		
     522141	Belanja Sewa	0		0	36000000		A
	    -     Sewa Gedung  [1 PT x 4 KL]	4	PT	6000000	24000000		
	    -     Sewa Kendaraan  [2 UT x 1 HR x 4 KL]	8	HR	1500000	12000000		
     522151	Belanja Jasa Profesi	0		0	54000000		A
	    -     Narasumber DPR  [1 OR x 3 JAM x 4 KL]	12	OJ	1200000	14400000		
	    -     Narasumber Pusat  [2 OR x 2 JAM x 4 KL]	16	OJ	1000000	16000000		
	    -     Narasumber Provinsi  [1 OR x 2 JAM x 4 KL]	8	OJ	900000	7200000		
	    -     Narasumber Kabupaten  [1 OR x 2 JAM x 4 KL]	8	OJ	900000	7200000		
	    -     Narasumber Satker  [1 OR x 1 JAM x 4 KL]	4	OJ	900000	3600000		
	    -     Moderator  [2 OR x 4 KL]	8	OK	700000	5600000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	400400000		A
	    -     Transport DPR  [1 OR x 1 TR x 4 KL]	4	OT	2000000	8000000		
	    -     Biaya Penginapan DPR  [1 OR x 1 HR x 4 KL]	4	OH	800000	3200000		
	    -     Representatif DPR  [1 OR x 1 HR x 4 KL]	4	OH	250000	1000000		
	    -     Transport TA dan Sekretariat DPR  [1 OR x 1 TR x 4 KL]	4	OT	2000000	8000000		
	    -     Biaya Penginapan TA dan Sekretariat DPR  [2 OR x 1 HR x 4 KL]	8	OH	800000	6400000		
	    -     Transport Narasumber Pusat  [1 OH x 1 TR x 4 KL]	4	OT	2000000	8000000		
	    -     Biaya Penginapan Narasumber Pusat  [1 OH x 2 H x 2 HR x 4 KL]	8	OH	800000	6400000		
	    -     Transport Peserta Provinsi dan Moderator  [1 OR x 1 TR x 4 KL]	4	OT	350000	1400000		
	    -     Transport Panitia Luar Kota  [30 OR x 1 TR x 4 KL]	120	OH	200000	24000000		
	    -     Uang Harian Panitia Luar Kota  [30 OR x 2 HR x 4 KL]	240	OH	250000	60000000		
	    -     Biaya Penginapan Panitia Luar Kota  [30 OR x 2 HR x 4 KL]	240	OH	500000	120000000		
	    -     Transport Peserta Kabupaten/ Masyarakat  [350 OR x 4 KL]	1400	OT	100000	140000000		
	    -     Transport Survey Lapangan  [5 OR x 4 KL]	20	OT	200000	4000000		
	    -     Uang Harian Survey Lapangan  [5 OR x 2 HR x 4 KL]	40	OH	250000	10000000		
5034.602	"Penelitian Bagi Tenaga Pendidik
[Base Line]"	120	Penelitian	0	6540000000		
5034.602.001	Penelitian Dosen Pemula (PDP)	0		0	1642633000		
   051	Persiapan	0		0	420608000		
      A	Pembuatan Pedoman Penelitian	0		0	11925000		
     521211	Belanja Bahan	0		0	11925000		A
	    -     Konsumsi penyusunan buku panduan  [25 OR x 3 KEG]	75	OK	35000	2625000		
	    -     Cetak buku pedoman	93	EKS	100000	9300000		
      B	Workshop Penilaian Administrasi Penelitian	0		0	31233000		
     521211	Belanja Bahan	0		0	6733000		A
	    -     Foto copy borang penilaian	100	SET	45000	4500000		
	    -     Cetak MMT	1	PT	208000	208000		
	    -     Konsumsi peserta	45	OR	45000	2025000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	24500000		A
	    -     Uang harian peserta	35	OH	350000	12250000		
	    -     Transport peserta	35	OR	350000	12250000		
      C	Workshop Refreshing Metodologi Penelitian	0		0	351500000		
     521211	Belanja Bahan	0		0	42600000		A
	    -     Foto copy materi  [150 SET x 2 KL]	300	SET	50000	15000000		
	    -     Spanduk	2	PT	300000	600000		
	    -     Konsumsi pelaksanaan  [150 OR x 2 HR x 2 KEG]	600	OK	45000	27000000		
     522151	Belanja Jasa Profesi	0		0	9000000		A
	    -     Honor narasumber  [2 OR x 5 JAM]	10	OJ	900000	9000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	299900000		A
	    -     Transport peserta luar kota  [100 OR x 2 KL]	200	OR	350000	70000000		
	    -     Transport peserta dalam kota  [25 OR x 2 KL]	50	OR	150000	7500000		
	    -     Uang harian  [150 OR x 2 HR x 2 KL]	600	OH	350000	210000000		
	    -     Penginapan narasumber  [2 OR x 2 MLM x 2 KL]	8	OH	800000	6400000		
	    -     Transport narasumber  [2 OR x 2 KL]	4	PP	1500000	6000000		
      D	Koordinasi Nasional Penelitian	0		0	25950000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	10500000		A
	    -     Biaya kepesertaan  [5 OR x 1 KEG]	5	OK	2100000	10500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	15450000		A
	    -     Transport  [5 OR x 1 PP]	5	OK	1500000	7500000		
	    -     Uang harian  [5 OR x 3 HR]	15	OH	530000	7950000		
   052	Pelaksanaan	0		0	938025000		
      A	Penelitian Dosen	0		0	880000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	880000000		A
	    -     Penelitian Dosen Pemula	44	JDL	20000000	880000000		
      B	Desk Evaluasi Proposal Penelitian	0		0	18600000		
     521211	Belanja Bahan	0		0	7800000		A
	    -     Konsumsi peserta	70	OR	45000	3150000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Foto copy form penilaian	88	SET	50000	4400000		
     522151	Belanja Jasa Profesi	0		0	10800000		A
	    -     Honor narasumber  [4 OR x 3 JAM]	12	OJ	900000	10800000		
      C	Workshop Penilaian Hasil Penelitian	0		0	13925000		
     521211	Belanja Bahan	0		0	4925000		A
	    -     Konsumsi peserta	55	OR	45000	2475000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Foto copy form penilaian	44	SET	50000	2200000		
     522151	Belanja Jasa Profesi	0		0	9000000		A
	    -     Honor narasumber  [4 OR x 3 JAM]	12	OJ	750000	9000000		
      D	Pembuatan Laporan Kegiatan Penelitian	0		0	300000		
     521211	Belanja Bahan	0		0	300000		A
	    -     Cetak laporan	2	EKS	150000	300000		
      E	Bimtek Penyusunan Penelitian	0		0	25200000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	25200000		A
	    -     Transport  [4 OR x 3 TMPT x 2 KL]	24	OK	350000	8400000		
	    -     Uang harian  [4 OR x 3 TPMT x 2 HR x 2 KL]	48	OH	350000	16800000		
   053	Monitoring dan Evaluasi	0		0	142800000		
      A	Monev Penelitian	0		0	142800000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	142800000		A
	    -     Transport  [4 OR x 17 TMPT x 2 KL]	136	OK	350000	47600000		
	    -     Uang harian  [4 OR x 17 TMPT x 2 HR x 2 KL]	272	OK	350000	95200000		
   054	Publikasi	0		0	141200000		
      A	Bantuan Kepesertaan	0		0	141200000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	76000000		A
	    -     Biaya kepesertaan Seminar Internasional	5	OR	2000000	10000000		
	    -     Biaya kepesertaan Seminar Nasional	10	OR	1500000	15000000		
	    -     Bantuan biaya publikasi penelitian	44	OR	1000000	44000000		
	    -     Bantuan pengajuan HAKI	10	OR	700000	7000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	65200000		A
	    -     Transport peserta semiar nasional	10	OR	1800000	18000000		
	    -     Uang harian peserta seminar nasional  [10 OR x 3 HR]	30	OH	540000	16200000		
	    -     Transport peserta seminar Internasional	5	OR	3200000	16000000		
	    -     Uang harian peserta seminar Internasional  [5 OR x 3 HR x 1 KEG]	15	OH	1000000	15000000		
5034.602.002	Penelitian Terapan Unggulan PT (PTU-PT)	0		0	3319086000		
   051	Persiapan	0		0	36225000		
      A	Pembuatan Pedoman Penelitian	0		0	8700000		
     521211	Belanja Bahan	0		0	8700000		A
	    -     konsumsi rapat penyusunan pedoman penelitian  [25 OR x 4 KEG]	100	OK	45000	4500000		
	    -     Cetak buku pedoman	28	EKS	150000	4200000		
      B	Workshop Penilaian Administrasi Penelitian	0		0	27525000		
     521211	Belanja Bahan	0		0	6525000		A
	    -     Foto copy borang penelitian	88	SET	50000	4400000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Konsumsi peserta	45	OR	45000	2025000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	21000000		A
	    -     Uang harian peserta	35	OH	350000	12250000		
	    -     Transport peserta	25	OR	350000	8750000		
   052	Pelaksanaan	0		0	3213201000		
      A	Penelitian Dosen	0		0	3150000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	3150000000		A
	    -     Penelitian terapan unggulan Perguruan Tinggi	63	JDL	50000000	3150000000		
      B	Workshop Desk Evaluasi Proposal Penelitian	0		0	23805000		
     521211	Belanja Bahan	0		0	7005000		A
	    -     Konsumsi peserta	85	OR	45000	3825000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Foto copy form penilaian	88	SET	35000	3080000		
     522151	Belanja Jasa Profesi	0		0	12000000		A
	    -     Honor Narasumber  [4 OR x 3 JAM]	12	OJ	1000000	12000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	4800000		A
	    -     Penginapan narasumber  [2 OR x 1 HR]	2	OH	600000	1200000		
	    -     Transport narasumber  [2 OR x 1 PP]	2	PP	1800000	3600000		
      C	Workshop Penilaian hasil penelitian	0		0	22550000		
     521211	Belanja Bahan	0		0	5750000		A
	    -     Konsumsi peserta	75	OR	45000	3375000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Foto copy form penilaian	65	SET	35000	2275000		
     522151	Belanja Jasa Profesi	0		0	12000000		A
	    -     Honor Narasumber  [4 OR x 3 JAM]	12	OJ	1000000	12000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	4800000		A
	    -     Penginapan narasumber  [2 OR x 1 HR]	2	OH	600000	1200000		
	    -     Transport narasumber  [2 OR x 1 PP]	2	PP	1800000	3600000		
      D	Pembuatan Laporan Kegiatan Penelitian	0		0	46000		
     521211	Belanja Bahan	0		0	46000		A
	    -     Cetak laporan	2	EKS	23000	46000		
      E	Bimtek Penelitian	0		0	16800000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	16800000		A
	    -     Transport  [4 OR x 2 TMPT x 2 KL]	16	OK	350000	5600000		
	    -     Uang harian  [4 OR x 2 TMPT x 2 HR x 2 KL]	32	OH	350000	11200000		
   054	Publikasi	0		0	69660000		
      A	Bantuan Kepesertaan	0		0	69660000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	47000000		A
	    -     Biaya kepesertaan seminar Internasional  [2 OR x 1 KEG]	2	OK	2000000	4000000		
	    -     Biaya kepesertaan Seminar nasional  [3 OR x 1 KEG]	3	OK	1500000	4500000		
	    -     Biaya bantuan publikasi penelitian  [7 OR x 1 KEG]	7	OK	5000000	35000000		
	    -     Biaya bantuan pengajuan HAKI  [5 OR x 1 KEG]	5	OK	700000	3500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	22660000		A
	    -     Transport peserta seminar nasional  [3 OR x 1 KEG]	3	OK	1800000	5400000		
	    -     Uang harian peserta seminar nasional  [3 OR x 3 HR x 1 KEG]	9	OH	540000	4860000		
	    -     Transport peserta seminar internasional  [2 OR x 1 KEG]	2	OK	3200000	6400000		
	    -     Uang harian peserta seminar internasional  [2 OR x 3 HR x 1 KEG]	6	OH	1000000	6000000		
5034.602.003	Penelitian Berbasis Kompetensi (PBK)	0		0	293166000		
   051	Persiapan	0		0	22375000		
      A	Pembuatan Pedoman Penelitian	0		0	18450000		
     521211	Belanja Bahan	0		0	18450000		A
	    -     Konsumsi rapat persiapan pembuatan buku panduan  [25 OR x 2 KEG]	50	OK	45000	2250000		
	    -     Konsumsi pembuatan buku pedoman  [25 OR x 2 KEG]	50	OK	45000	2250000		
	    -     Cetak buku pedoman	93	EKS	150000	13950000		
      B	Workshop penilaian administrasi penelitian	0		0	3925000		
     521211	Belanja Bahan	0		0	1125000		A
	    -     Foto copy borang penelitian	10	SET	35000	350000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Konsumsi peserta workshop	15	OR	45000	675000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	2800000		A
	    -     Uang harian peserta	5	OH	350000	1750000		
	    -     Transport peserta luar kota	3	OR	350000	1050000		
   052	Pelaksanaan	0		0	250891000		
      A	Penelitian dosen	0		0	200000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	200000000		A
	    -     Penelitian berbasis Kompetensi	4	JDL	50000000	200000000		
      B	Workshop Penilaian Administrasi Penelitian	0		0	21370000		
     521211	Belanja Bahan	0		0	670000		A
	    -     Foto copy borang penilaian	6	SET	50000	300000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Konsumsi peserta workshop	6	OR	45000	270000		
     522151	Belanja Jasa Profesi	0		0	13500000		A
	    -     Honor narasumber  [3 OR x 6 JAM]	18	OJ	750000	13500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7200000		A
	    -     Penginapan narasumber	3	OH	600000	1800000		
	    -     Transport narasumber  [3 OR x 1 PP]	3	OR	1800000	5400000		
      C	Workshop penilaian hasil penelitian	0		0	16875000		
     521211	Belanja Bahan	0		0	675000		A
	    -     Konsumsi peserta	5	OR	45000	225000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Foto copy form penilaian	10	SET	35000	350000		
     522151	Belanja Jasa Profesi	0		0	9000000		A
	    -     Honor narasumber  [3 OR x 3 JAM]	9	OJ	1000000	9000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7200000		A
	    -     Penginapan narasumber	3	OR	600000	1800000		
	    -     Transport narasumber	3	OR	1800000	5400000		
      D	Pembuatan laporan kegiatan penelitian	0		0	12646000		
     521211	Belanja Bahan	0		0	46000		A
	    -     Foto copy laporan	2	EKS	23000	46000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	12600000		A
	    -     Transport  [3 OR x 2 TMPT x 2 KL]	12	OK	350000	4200000		
	    -     Uang harian  [3 OR x 2 TMPT x 2 HR x 2 KL]	24	OH	350000	8400000		
   054	Publikasi	0		0	19900000		
      A	Bantuan Kepesertaan	0		0	19900000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	13700000		A
	    -     Biaya kepesertaan seminar Internasional  [1 OR x 1 KEG]	1	OK	2000000	2000000		
	    -     Biaya kepesertaan seminar nasional  [2 OR x 1 KL]	2	OR	1500000	3000000		
	    -     Biaya bantuan publikasi penelitian  [4 OR x 1 KEG]	4	OK	2000000	8000000		
	    -     Biaya bantuan pengajuan HAKI  [1 OR x 1 KEG]	1	OK	700000	700000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	6200000		A
	    -     Transport peserta seminar internasional  [1 OR x 1 KEG]	1	OK	3200000	3200000		
	    -     Uang harian peserta seminar internasional  [1 OR x 3 HR x 1 KEG]	3	OH	1000000	3000000		
5034.602.004	Penelitian Kerjasama Dalam Negeri (PKDN)	0		0	843390000		
   051	Persiapan	0		0	25255000		
      A	Pembuatan Pedoman Buku Panduan	0		0	18450000		
     521211	Belanja Bahan	0		0	18450000		A
	    -     Konsumsi rapat persiapan pembuatan buku panduan  [25 OR x 2 KEG]	50	OK	45000	2250000		
	    -     Konsumsi pembuatan buku pedoman  [25 OR x 2 KEG]	50	OK	45000	2250000		
	    -     Cetak buku pedoman	93	EKS	150000	13950000		
      B	Workshop Penilaian Administrasi Penelitian	0		0	6805000		
     521211	Belanja Bahan	0		0	4005000		A
	    -     Foto copy borang penilaian	88	SET	35000	3080000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Konsumsi peserta workshop	15	OR	45000	675000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	2800000		A
	    -     Uang harian peserta	5	OH	350000	1750000		
	    -     Bantuan transport peserta luar kota	3	OR	350000	1050000		
   052	Pelaksanaan	0		0	741565000		
      A	Penelitian Dosen	0		0	700000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	700000000		A
	    -     Penelitian Kerja Sama Antar Perguruan Tinggi	7	JDL	100000000	700000000		
      B	Workshop Desk Evaluasi Proposal Penelitian	0		0	1625000		
     521211	Belanja Bahan	0		0	1625000		A
	    -     Konsumsi peserta	15	OR	45000	675000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Foto cpy form penilaian	20	SET	35000	700000		
      C	Workshop Penilaian Hasil Penelitian	0		0	26190000		
     521211	Belanja Bahan	0		0	990000		A
	    -     Konsumsi peserta	12	OR	45000	540000		
	    -     Cetak MMT	1	PT	100000	100000		
	    -     Foto copy form penilaian	10	SET	35000	350000		
     522151	Belanja Jasa Profesi	0		0	18000000		A
	    -     Honor narasumber  [3 OR x 6 JAM]	18	OJ	1000000	18000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7200000		A
	    -     Penginapan narasumber  [3 OR x 1 MLM]	3	OK	600000	1800000		
	    -     Transport narasumber  [3 OR x 1 PP]	3	OK	1800000	5400000		
      D	Pembuatan Laporan Kegiatan Penelitian	0		0	1150000		
     521211	Belanja Bahan	0		0	1150000		A
	    -     Foto copy laporan	30	LB	35000	1050000		
	    -     Jilid laporan	2	EKS	50000	100000		
      E	Bimtek Penyusunan Penelitian	0		0	12600000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	12600000		A
	    -     Transport  [3 OR x 2 TMPT x 2 KL]	12	OK	350000	4200000		
	    -     Uang harian  [3 OR x 2 HR x 2 TMPT x 2 KL]	24	OH	350000	8400000		
   054	Publikasi	0		0	76570000		
      A	Bantuan Kepesertaan	0		0	76570000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	54000000		A
	    -     Biaya kepesertaan seminar Internasional  [2 OR x 1 KEG]	2	OK	2000000	4000000		
	    -     Biaya kepesertaan Seminar nasional  [3 OR x 1 KEG]	3	OK	1500000	4500000		
	    -     Biaya bantuan publikasi penelitian  [7 OR x 1 KEG]	7	OK	6000000	42000000		
	    -     Biaya bantuan pengajuan HAKI  [5 OR x 1 KEG]	5	OK	700000	3500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	22570000		A
	    -     Transport peserta seminar nasional  [3 OR x 1 KEG]	3	OK	1800000	5400000		
	    -     Uang harian peserta seminar nasional  [3 OR x 3 HR x 1 KEG]	9	OH	530000	4770000		
	    -     Transport peserta seminar internasional  [2 OR x 1 KEG]	2	OK	3200000	6400000		
	    -     Uang harian peserta seminar internasional  [2 OR x 3 HR x 1 KEG]	6	OH	1000000	6000000		
5034.602.005	Penelitian Kerjasama Luar Negeri (PKLN)	0		0	441725000		
   051	Persiapan	0		0	24255000		
      A	Pembuatan pedoman penelitian	0		0	17450000		
     521211	Belanja Bahan	0		0	17450000		A
	    -     Konsumsi rapat persiapan pembuatan buku panduan  [25 OR x 2 KEG]	50	OR	35000	1750000		
	    -     Konsumsi pembuatan buku pedoman  [25 OR x 2 KEG]	50	OR	35000	1750000		
	    -     Cetak buku pedoman	93	EKS	150000	13950000		
      B	Workshop Penilaian Administrasi Penelitian	0		0	6805000		
     521211	Belanja Bahan	0		0	4005000		A
	    -     Foto copy borang penelitian	88	SET	35000	3080000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Konsumsi peserta workshop	15	OR	45000	675000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	2800000		A
	    -     Uang harian peserta	5	OH	350000	1750000		
	    -     Bantuan transport peserta luar kota	3	OR	350000	1050000		
   052	Pelaksanaan	0		0	360700000		
      A	Penelitian Dosen	0		0	300000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	300000000		A
	    -     Penelitian kerja sama luar negeri	2	JDL	150000000	300000000		
      B	Workshop Desk evaluasi proposal penelitian	0		0	21750000		
     521211	Belanja Bahan	0		0	1050000		A
	    -     Konsumsi peserta	10	OR	45000	450000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Foto copy form penelitian	10	SET	35000	350000		
     522151	Belanja Jasa Profesi	0		0	13500000		A
	    -     Honor narasumber  [3 OR x 6 JAM]	18	OJ	750000	13500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7200000		A
	    -     Penginapan narasumber	3	OR	600000	1800000		
	    -     Transport narasumber	3	OR	1800000	5400000		
      C	Workshop Penilaian hasil penelitian	0		0	26250000		
     521211	Belanja Bahan	0		0	1050000		A
	    -     Konsumsi peserta	10	OR	45000	450000		
	    -     Cetak MMT	1	PT	250000	250000		
	    -     Foto copy form penilaian  [10 SET x 1 KEG]	10	SET	35000	350000		
     522151	Belanja Jasa Profesi	0		0	18000000		A
	    -     Honor narasumber  [3 OR x 6 JAM]	18	OJ	1000000	18000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7200000		A
	    -     Penginapan narasumber	3	OR	600000	1800000		
	    -     Transport narasumber	3	OR	1800000	5400000		
      D	Pembuatan laporan kegiatan penelitian	0		0	100000		
     521211	Belanja Bahan	0		0	100000		A
	    -     Foto copy laporan	2	EKS	50000	100000		
      E	Bimtek Penyusunan Penelitian	0		0	12600000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	12600000		A
	    -     Transport  [3 OR x 2 TMPT x 2 KL]	12	OK	350000	4200000		
	    -     Uang harian  [3 OR x 2 TMPT x 2 HR x 2 KL]	24	OH	350000	8400000		
   054	Publikasi	0		0	56770000		
      A	Bantuan kepesertaan	0		0	56770000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	28000000		A
	    -     Biaya kepesertaan seminar Internasional  [3 OR x 1 KEG]	3	OK	2000000	6000000		
	    -     Biaya kepesertaan Seminar nasional  [3 OR x 1 KEG]	3	OK	1500000	4500000		
	    -     Biaya bantuan publikasi penelitian  [2 OR x 1 KEG]	2	OK	7000000	14000000		
	    -     Biaya bantuan pengajuan HAKI  [5 OR x 1 KEG]	5	OK	700000	3500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	28770000		A
	    -     Transport peserta seminar nasional  [3 OR x 1 KEG]	3	OK	1800000	5400000		
	    -     Uang harian peserta seminar nasional  [3 OR x 3 HR x 1 KEG]	9	OH	530000	4770000		
	    -     Transport peserta seminar internasional  [3 OR x 1 KEG]	3	OK	3200000	9600000		
	    -     Uang harian peserta seminar internasional  [3 OR x 3 HR x 1 KEG]	9	OH	1000000	9000000		
5034.603	"Layanan Pendidikan
[Base Line]"	9	Laporan	0	46887885000		
   054	Pelaksanaan Kegiatan Kemahasiswaan	0		0	1350200000		
      A	Pelatihan Karakter Kebangsaan Mahasiswa Baru	0		0	82500000		
     521119	Belanja Barang Operasional Lainnya	0		0	82500000		A
	    -     Biaya Pelatihan Karakter Kebangsaan  [10 MHS x 33 PRODI]	330	MHS	250000	82500000		
      B	Kemah Bhakti Penerimaan Tamu Ambalan Saka Bhakti Husada	0		0	143600000		
     521119	Belanja Barang Operasional Lainnya	0		0	125300000		A
	    -     Konsumsi latihan  [100 OR x 10 KL]	1000	OK	5000	5000000		
	    -     Biaya pembantaraan Anggota Baru AMbalan  [20 MHS x 30 PRODI]	600	OR	200000	120000000		
	    -     Konsumsi rapat koordinasi  [20 OR x 3 KL]	60	OK	5000	300000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	18300000		A
	    -     Transport Pembina  [1 OR x 30 PROD x 1 KEG]	30	OK	150000	4500000		
	    -     Uang Harian Pembina  [1 OR x 30 PROD x 3 HR]	90	OK	150000	13500000		
	    -     Transport Pelatih  [3 OR x 1 PP x 1 KEG]	3	OK	100000	300000		
      C	Perkemahan Saka Bhakti Husada	0		0	22650000		
     521119	Belanja Barang Operasional Lainnya	0		0	7750000		A
	    -     Cetak    Spanduk/MMT  [3 PT x 1 KL]	3	PKT	200000	600000		
	    -     Konsumsi Latihan  [25 OR x 5 KL]	125	OK	5000	625000		
	    -     Konsumsi kegiatan kemah bakti  [25 OR x 3 KL x 4 HR]	300	OK	15000	4500000		
	    -     Biaya Kepesertaan	1	PKT	2025000	2025000		
     521213	Belanja Honor Output Kegiatan	0		0	2000000		A
	    -     Honor Pelatih / DTT ekstra kurikuler  [2 OR x 5 KL x 2 OJ]	20	OK	100000	2000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	12900000		A
	    -     Transport kontingen  [25 OR x 1 PP]	25	OK	100000	2500000		
	    -     Uang harian pendamping  [9 OR x 4 HR]	36	OK	200000	7200000		
	    -     Uang harian peserta  [16 OR x 4 KL]	64	OK	50000	3200000		
      D	Pembinaan Soft Skill Mahasiswa	0		0	540000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	540000000		A
	    -     Pemenuhan Kompetensi kepribadian mahasiswa akhir  [1800 MHS x 1 KL]	1800	MHS	150000	270000000		
	    -     Pemenuhan Kompetensi kepribadian mahasiswa Baru  [1800 MHS x 1 KL]	1800	MHS	150000	270000000		
      E	Kegiatan Olah Raga Mahasiswa	0		0	97750000		
     521119	Belanja Barang Operasional Lainnya	0		0	2500000		A
	    -     Iuran kepesertaan	1	KL	2500000	2500000		
     521211	Belanja Bahan	0		0	20250000		A
	    -     Konsumsi peserta pertandingan  [30 PST x 3 HR x 30 PRODI]	2700	OH	7500	20250000		
     521213	Belanja Honor Output Kegiatan	0		0	72000000		A
	    -     Honor pelatih  / DTT ekstra kurikuler  [1 OR x 2 KL x 12 BL x 30 PRODI]	720	OK	100000	72000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	3000000		A
	    -     Transport  [2 OR x 1 PP x 30 PRODI]	60	OK	50000	3000000		
      F	National Polytechnic English Olympic (NPEO) & National Health Polytechnic English Olympic (NHPEO)	0		0	12000000		
     521211	Belanja Bahan	0		0	600000		A
	    -     Konsumsi pelatihan  [10 OR x 4 KL x 3 BL]	120	OK	5000	600000		
     521213	Belanja Honor Output Kegiatan	0		0	4800000		A
	    -     Honor pelatih / DTT ekstra kurikuler  [2 OR x 4 KL x 3 BL]	24	OK	200000	4800000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	6600000		A
	    -     Transport pendamping debat  [2 OR x 1 PP]	2	PP	750000	1500000		
	    -     Transport peserta  [4 OR x 1 PP]	4	OK	750000	3000000		
	    -     Uang harian pendamping  [2 OR x 3 HR]	6	OH	350000	2100000		
      G	Pekan Olahraga dan Seni Mahasiswa Poltekkes (PORNIMAKES)	0		0	98500000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	37500000		A
	    -     Perlengkapan lomba	1	PT	5000000	5000000		
	    -     Konsumsi latihan  [100 OR x 15 KL]	1500	OK	5000	7500000		
	    -     Biaya kepesertaan mahasiswa  [100 MHS x 1 KL]	100	OK	250000	25000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	61000000		A
	    -     Uang harian peserta  [100 OR x 3 HR]	300	OH	50000	15000000		
	    -     Transport peserta	100	MHS	300000	30000000		
	    -     Biaya penginapan pelatih, pembimbing dan pembina	20	OR	250000	5000000		
	    -     Uang harian pelatih, pendamping dan pembina	20	OR	150000	3000000		
	    -     Transport pelatih, pendamping dan pembina	20	OR	400000	8000000		
      H	Seminar Nasional/Internasional Mahasiswa	0		0	21700000		
     521211	Belanja Bahan	0		0	10700000		A
	    -     Perlengkapan seminar	1	PT	1500000	1500000		
	    -     Konsumsi peserta seminar	250	OR	35000	8750000		
	    -     Konsumsi rapat panitia persiapan  [15 OR x 2 KL]	30	OK	10000	300000		
	    -     Konsumsi rapat evaluasi	15	OK	10000	150000		
     521213	Belanja Honor Output Kegiatan	0		0	6000000		A
	    -     Honor narasumber  [2 OR x 3 JAM]	6	OJ	1000000	6000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	5000000		A
	    -     Transport narasumber  [2 OR x 1 PP]	2	OK	1500000	3000000		
	    -     Penginapan narasumber  [2 OR x 1 MLM]	2	OK	1000000	2000000		
      I	Magang mahasiswa di Univ LN	0		0	331500000		
